"Reported_Income","Claimed_Deductions_Pct","Business_Expenses","Charitable_Contributions_Pct","Home_Office_Deduction","Num_Dependents","Amended_Returns","Tax_Credits","Investment_Income_Pct","Income_Variability_Pct","Years_Since_Last_Audit","Occupation","Tax_Adjustment_Amount"
79806,10.9,30230.5,6.4,9069.15,1,0,3947.7708,13.3,5.62,5,"Self-Employed",20502
59929,9.1,14982.25,4.6,4494.675,1,0,3291.7078,10.6,4.74,0,"Lawyer",10886
96478,17,39132.5,5.6,13239.75,1,0,4793.252,5.3,25.72,5,"Lawyer",3692
34626,14.1,15228.5,3.7,4568.55,1,0,4802.4532,12.1,4.84,5,"Lawyer",6028
74831,15,23749.75,6.8,7124.925,1,0,4965.93,15.4,14.06,0,"Self-Employed",5585
58784,20.9,22590,4,6777,1,0,2468.1712,6.3,14.52,3,"Real Estate Agent",11873
58588,11.6,33659,6.3,11597.7,2,0,3707.2416,19.7,21.38,3,"Small Business Owner",209214
109543,24.8,27385.75,8.1,9715.725,1,3,8509.3328,10.6,19.44,5,"Doctor",-9312
106567,12.8,33564.75,8.9,10069.425,3,1,3978.1152,8.1,17.34,3,"Small Business Owner",183979
122941,18.9,46970.25,3.3,14091.075,2,0,6798.1698,9.5,17.8,10,"Self-Employed",6227
67086,9.3,24533.5,3.7,7360.05,2,0,1556.7996,4.3,23.82,15,"Lawyer",7198
75972,16.4,35082,6,13524.6,0,0,6222.8816,13.1,29.04,5,"Self-Employed",12574
28453,11.2,23293.25,3.8,8487.975,1,1,3004.3472,1.5,3,5,"Lawyer",-1712
63355,11.3,35645.75,3.7,10693.725,0,0,2838.823,4.2,14.08,10,"Self-Employed",-2009
127924,8.7,46325,9,13897.5,2,1,4906.8776,7,19.7,3,"Small Business Owner",139249
62504,14.9,17107,8.9,5132.1,1,0,5046.6192,7.7,9.18,10,"Small Business Owner",82300
40010,18.8,10013.5,6.4,3004.05,1,0,2626.376,10,19.7,15,"Doctor",1004
76257,14.1,19064.25,7.8,5719.275,0,0,5475.4474,6.1,4.44,5,"Real Estate Agent",5037
112395,13.7,32132.75,3.7,9639.825,1,0,4791.623,6.3,28.32,10,"Small Business Owner",116634
27661,12.9,6915.25,5.1,2074.575,2,1,3068.6538,9.7,7.18,0,"Lawyer",2647
67385,18.4,25008.25,6.8,7502.475,3,0,4234.768,18.8,28.32,10,"Self-Employed",-5527
89035,20.3,25868.75,7.5,7760.625,2,0,4535.821,13.2,24.18,3,"Doctor",6213
134326,4,33670.5,3.2,10101.15,0,0,1706.608,2.7,22.58,10,"Self-Employed",-19
56532,12.5,17945,2.3,5383.5,0,1,5297.3,17.9,7.16,5,"Self-Employed",294
120583,19.4,37441.75,9.9,11232.525,2,0,5986.6204,3.4,13.06,5,"Doctor",15594
62013,22.7,24407.25,9.7,7322.175,1,0,4857.3902,3.1,21.34,5,"Real Estate Agent",16132
44069,17.9,14521.25,8,4356.375,2,0,1755.6702,9.9,9.06,10,"Doctor",7319
40970,14.3,27491.5,6.9,11247.45,3,1,3027.742,18,16.8,5,"Doctor",333
68367,18,26107.75,2.2,12832.325,2,1,4023.212,12,16.1,15,"Lawyer",6965
74328,16.1,33038,7.6,9911.4,1,1,3568.3616,13.7,32.48,5,"Doctor",19606
65313,17.6,29783.25,4.4,8934.975,0,1,4522.0176,10.6,11.64,0,"Doctor",4499
106567,17.3,41078.75,5.3,12323.625,0,0,5429.2182,9.9,16.26,5,"Doctor",-6618
80686,22.5,29634.5,0,8890.35,4,0,6536.87,9.6,11.34,5,"Doctor",-4522
71825,16.8,28008.25,7.5,8402.475,0,0,5152.32,0,4,15,"Small Business Owner",184975
56923,13,18246.75,5.5,5474.025,4,0,2459.998,10.6,12.54,5,"Lawyer",17649
36120,20.1,22691,2.8,6807.3,2,0,2698.024,18.9,26.36,5,"Self-Employed",-8890
16220,11,8291,4.9,3987.3,1,0,1130.84,3.9,11.86,5,"Doctor",-3102
81402,13.5,33030.5,2.3,9909.15,0,0,3180.854,20.6,23.14,0,"Lawyer",10494
75760,3,27418,3.9,8225.4,1,0,4176.56,17.6,18.74,5,"Self-Employed",-2035
115951,16,30537.75,6.4,9161.325,0,0,8710.432,16.3,20.82,10,"Doctor",16065
83733,18.2,28201.25,5.7,8460.375,1,0,7550.8812,11,25.9,10,"Lawyer",17388
98917,6.4,37003.25,6.4,11100.975,1,0,3736.1376,9.7,24.38,3,"Real Estate Agent",-3064
76230,27.7,25809.5,4.2,7742.85,1,0,7402.142,2.7,6.28,3,"Small Business Owner",91562
50450,10.3,26346.5,8.9,9403.95,2,0,3442.27,10.2,12.38,0,"Real Estate Agent",-1344
83689,8.5,25971.25,2.8,10791.375,1,0,3925.713,9.2,14.38,3,"Doctor",9880
85194,13.4,30915.5,6.9,9274.65,2,0,4488.1992,6,16.7,3,"Self-Employed",4624
50478,16.5,14309.5,6.1,4292.85,3,0,4256.774,7.8,19.22,3,"Doctor",15022
74138,12.8,25285.5,3.9,7585.65,2,1,4678.9328,8.5,12.8,10,"Doctor",8531
135023,17.5,39444.75,6.4,11833.425,3,0,6244.805,14.7,19.48,15,"Doctor",19701
41122,10.5,17405.5,9.8,5221.65,2,0,3543.562,4,26.7,10,"Small Business Owner",46039
119165,18.7,38513.25,4,11553.975,1,0,8341.771,9.6,17.84,10,"Real Estate Agent",10335
68188,15.6,28569,2.6,10070.7,2,0,5169.4656,11.3,11.52,5,"Real Estate Agent",8981
119469,24.4,36784.25,2.9,11035.275,3,0,8080.0872,6.5,12.4,15,"Real Estate Agent",9182
49708,16.9,25900,5.2,7770,0,0,3620.1304,12.8,29.22,5,"Lawyer",6752
73014,14.8,23727.5,3.3,8618.25,2,0,4448.2144,18.9,13.56,15,"Doctor",8732
84337,15.7,33373.25,2.8,10011.975,1,0,3965.1818,10.6,25.24,10,"Lawyer",7142
71622,17.8,25303.5,3.5,7591.05,1,0,3003.7432,7.2,2.88,10,"Doctor",-4335
94762,11,43167.5,7,14450.25,5,0,5434.764,11.3,24.32,3,"Self-Employed",1080
69994,10,27120.5,5.6,8136.15,1,0,2540.88,11.4,11.06,10,"Lawyer",-3293
111266,19.3,41396.5,0,12418.95,0,1,6578.8676,16,23,10,"Small Business Owner",83063
80113,15.4,34227.25,4.8,11768.175,2,0,6207.4804,8.3,15.52,10,"Self-Employed",-359
95773,7.6,31444.25,4.2,9433.275,3,1,4103.7496,10,21.6,0,"Doctor",7188
39434,10.2,22731.5,4.1,6819.45,1,0,4719.4536,9.1,22.44,0,"Self-Employed",1853
55248,15.5,19419,3.3,7325.7,1,0,2290.688,4.5,26.5,5,"Self-Employed",6187
107685,20.9,42597.25,7.8,12779.175,5,0,5757.233,14.2,14.68,15,"Doctor",18854
90264,16,36896,3,11068.8,1,0,5114.448,8.8,24.92,10,"Lawyer",1282
70923,15,27489.75,5.2,8246.925,2,1,4070.69,12.1,12.64,5,"Small Business Owner",159400
71737,12.7,26338.25,7.2,7901.475,0,2,4536.1198,5,14.9,10,"Self-Employed",-4811
97647,11.4,27066.75,6,8120.025,0,0,5496.3516,9.9,22.46,5,"Small Business Owner",74134
68286,11.8,28609.5,5,13582.85,1,0,5249.5496,13.1,16.14,10,"Self-Employed",13871
77249,17.2,33321.25,2.8,9996.375,1,1,5970.3656,15.8,29.02,10,"Lawyer",-3630
25621,12.1,11170.25,1.5,6351.075,1,0,1842.0282,4.8,10.72,3,"Real Estate Agent",8409
128220,15.9,45356,3.5,13606.8,1,0,6066.396,9.6,11.14,10,"Real Estate Agent",6299
97979,13.5,38186.75,6.7,11456.025,2,2,5104.433,3.2,1.28,5,"Lawyer",7565
99969,15.8,44080.25,4,18224.075,1,1,4843.0204,1.2,18.08,10,"Small Business Owner",237862
17836,20.1,10320,4.6,3096,4,1,2689.0072,6.4,2.56,3,"Self-Employed",13147
74375,19,30522.75,5,9156.825,0,2,4459.25,5.3,5.42,3,"Self-Employed",3219
62732,14.8,15683,7.4,4704.9,4,1,4449.8672,13.2,17.88,5,"Self-Employed",-151
33708,10,19025,3.6,5707.5,1,0,4152.16,14,11.9,10,"Real Estate Agent",-2944
96823,17.9,37699.75,3.7,11309.925,1,0,4344.2634,14,8.4,15,"Lawyer",-10271
112024,15.7,44397,6.9,13319.1,3,1,5969.5536,10.1,24.64,10,"Small Business Owner",257272
58403,9.9,18984.75,4.6,7195.425,2,0,2068.3794,11.5,26.5,5,"Self-Employed",19851
68124,20,29748,6.3,8924.4,0,3,4740.96,9.6,4.14,10,"Doctor",-7295
126344,19.4,41394,5.5,12418.2,2,1,6627.1472,10.9,8.66,10,"Real Estate Agent",3057
25506,11.5,18378.5,8.9,5513.55,2,1,2098.638,10.7,22.28,10,"Self-Employed",360
97327,28.4,39765.75,6.4,11929.725,0,0,7416.1736,5.7,13.68,3,"Self-Employed",20493
65579,0,26681.75,3.9,13004.525,3,0,3716,10.8,12.22,0,"Small Business Owner",88325
71541,18.2,36314.25,4.6,10894.275,1,0,5546.0924,22,24.3,5,"Doctor",1787
56671,12.6,20135.75,6.9,7540.725,2,0,3802.1092,6.5,22.3,5,"Self-Employed",6429
107901,16,43646.25,5.4,13093.875,0,0,4939.832,5.6,21.94,5,"Lawyer",15167
41185,9.8,25939.25,1.6,9281.775,0,0,2835.226,8.6,9.54,0,"Self-Employed",-6603
103878,13.8,27848.5,5.3,8354.55,0,3,4990.0328,9.9,15.76,3,"Real Estate Agent",-2316
117194,11.9,37628.5,6.9,11288.55,0,0,6182.2172,1.2,4.28,10,"Small Business Owner",64214
25751,17.5,10379.75,2.9,3113.925,1,1,3447.285,10.3,10.42,5,"Doctor",-471
41193,17.3,25398.25,6.6,7619.475,4,0,3494.2778,5.3,4.42,0,"Lawyer",232
92746,18.7,41965.5,2.9,12589.65,1,0,5326.7004,14.6,8.44,10,"Small Business Owner",248424
46311,17,11577.75,5.6,3473.325,3,0,1873.574,16.4,18.76,3,"Self-Employed",5128
54254,14.6,34488.5,6,11846.55,2,0,3038.2168,9.2,11.48,10,"Self-Employed",-57
61639,14.5,26118.75,1.4,7835.625,0,0,3417.531,4.3,1.72,5,"Self-Employed",8238
64665,24.3,26853.25,4.7,8055.975,0,1,4283.719,6.7,2.68,3,"Small Business Owner",141202
96111,19.3,27051.75,5,8115.525,0,0,7182.8846,2.1,6.64,10,"Real Estate Agent",19202
56910,14.7,24874.5,2.7,7462.35,2,0,5097.154,15,29.2,10,"Small Business Owner",75236
77681,22.5,26412.25,4.7,7923.675,0,0,4928.645,0.6,15.54,10,"Small Business Owner",62634
97125,17.3,39311.25,5,11793.375,1,0,6152.525,11,8.6,5,"Real Estate Agent",10567
28789,14.5,10396.25,3,3118.875,0,0,3572.881,15.8,15.92,10,"Doctor",2357
54311,9.9,18332.75,6,5499.825,1,0,3498.3578,8.3,3.32,3,"Real Estate Agent",-15876
100794,16.7,37690.5,3.5,11307.15,4,0,7225.5196,3.7,1.48,0,"Small Business Owner",137798
63704,17.6,25475,2.7,7642.5,2,0,2901.3808,0,6.8,10,"Real Estate Agent",-2600
-1053,11.8,8229.75,7.1,2468.925,3,0,2016.1492,5.8,6.02,10,"Lawyer",877
49266,10,17030.5,4.6,5109.15,0,0,4303.32,3.3,2.92,10,"Self-Employed",10892
99481,8.4,37044.25,7.9,11113.275,2,0,3188.2808,12.5,22,3,"Doctor",-9965
62202,10.6,22725.5,2.3,8317.65,2,0,2345.6824,18.7,7.48,15,"Real Estate Agent",-6414
62861,20.4,24562.25,5.2,7368.675,2,0,4300.7288,4,1.6,10,"Self-Employed",18580
70627,17.3,28986.75,4.5,8696.025,1,0,5320.6942,11.9,7.76,5,"Small Business Owner",58592
96584,10.4,42641,1.8,12792.3,1,0,4011.9472,2.3,4.82,5,"Doctor",-1340
60267,7.1,25022.75,6.5,9006.825,1,1,1705.7914,11.2,15.28,3,"Lawyer",4523
89279,1.1,26772.75,5.9,8031.825,0,0,3196.4138,20.3,29.72,5,"Doctor",-1600
92195,10.3,31007.75,5.6,9302.325,2,0,4103.217,4.2,22.28,5,"Lawyer",835
44434,17.4,16019.5,4.4,9805.85,1,2,4458.3032,12.3,38.52,15,"Self-Employed",1918
73144,9,30927,7.4,14278.1,3,0,2545.592,11.6,29.34,10,"Small Business Owner",165334
58851,16.5,20765.75,4.5,6229.725,5,3,4709.083,2.2,11.88,5,"Self-Employed",11099
87509,23.7,29906.25,3.4,8971.875,1,1,5106.9266,17.4,17.86,0,"Self-Employed",8256
29752,4.2,17575,5.5,5272.5,0,0,2693.9168,13.6,15.64,3,"Self-Employed",9031
121175,14.4,37092.75,3.7,11127.825,2,0,5983.84,6.1,15.94,5,"Small Business Owner",86322
115381,10.1,38237.25,0,11471.175,3,0,2727.6962,5.7,9.28,10,"Lawyer",15017
49714,19.8,18703.5,5.6,5611.05,3,2,4849.6744,8.4,13.86,15,"Lawyer",-5369
54904,15,24807,4.6,7442.1,3,1,2116.12,9.1,3.64,10,"Self-Employed",6037
47745,16.8,30639.25,6.3,9191.775,2,2,2567.232,9.4,22.96,3,"Small Business Owner",89089
70904,15.9,26028,6.1,7808.4,1,0,5520.7472,10.5,4.2,10,"Self-Employed",16084
59969,16.2,27882.25,5.5,8364.675,1,0,3901.9956,12.7,21.98,5,"Small Business Owner",167563
78379,16.6,23389.75,4.3,12016.925,2,0,5353.1828,8.1,16.34,5,"Self-Employed",16492
18743,10.1,13843.75,3.5,4153.125,2,0,2538.6086,12.6,5.04,5,"Lawyer",7054
79756,21.4,27732,6.3,13319.6,1,1,3413.5568,4.1,19.14,5,"Self-Employed",-333
75467,22.6,31585.75,8.6,9475.725,2,0,3892.1084,10,19.2,10,"Lawyer",-288
26982,14.2,17177.5,3.2,5153.25,0,1,1692.2888,10.5,22.8,3,"Small Business Owner",64114
83279,14.1,30964.75,7.5,9289.425,4,0,3858.4678,17.7,7.28,0,"Lawyer",-1836
76649,5.8,37967.25,8.7,11390.175,3,0,3557.1284,12.8,22.62,10,"Self-Employed",7487
68083,15.8,25754.75,8.1,7726.425,2,0,3218.4228,1.6,0.64,3,"Lawyer",-4818
74604,3.7,29360,4.2,10308,2,0,2342.0696,11,17.7,5,"Self-Employed",11602
86548,14,31921,5.2,9576.3,2,0,5016.344,14.1,11.44,10,"Lawyer",19375
85402,7.6,29672.5,1.9,10401.75,2,2,2564.1104,10.5,14.6,10,"Lawyer",12512
62052,11,29983,4.5,8994.9,0,0,5252.144,9.5,8.2,15,"Lawyer",6941
109505,14.2,41306.25,4,13891.875,4,0,5068.942,4.4,10.66,5,"Lawyer",1320
73904,17.6,38312,6.8,11493.6,0,0,6469.4208,11.8,20.62,3,"Small Business Owner",108471
70926,22,28293.5,3.5,8488.05,1,3,4835.744,10.4,28.26,10,"Self-Employed",4523
103339,12.9,37331.75,3.7,11199.525,1,0,3535.1462,22.5,10.9,5,"Lawyer",7292
104761,13.9,38046.25,5.2,11413.875,2,0,6934.3558,12.2,5.88,15,"Self-Employed",11395
53980,13.8,32739,3.2,9821.7,1,0,4922.848,9.1,10.34,3,"Real Estate Agent",-6345
45268,12.5,18815,1.6,5644.5,2,1,4349.7,18,19.3,10,"Real Estate Agent",530
53831,13.5,23760.75,5.9,7128.225,2,0,5947.437,7.3,16.32,15,"Small Business Owner",33736
39727,18.6,19621.75,1.6,5886.525,2,0,4267.8444,5.3,16.52,3,"Lawyer",14812
21564,23.8,10921,4.3,3276.3,1,0,3142.4464,13.3,5.32,5,"Self-Employed",17510
84318,22.8,31719.5,7.3,9515.85,2,0,6264.9008,8,21.6,5,"Real Estate Agent",5963
70647,14.4,21836.75,5.8,6551.025,2,0,2293.6336,23.2,20.48,10,"Lawyer",6864
94276,17.9,29030,6.2,10209,2,2,3414.0808,3.5,18.8,10,"Lawyer",-7283
74950,12.1,29168.5,3,10250.55,4,0,4245.79,11.5,12.5,10,"Lawyer",3811
87275,7.5,39164.75,2.5,11749.425,0,0,2807.125,11.7,31.98,10,"Lawyer",12102
60118,17.6,28298.5,6.6,8489.55,3,0,4915.1536,8.5,16.6,10,"Self-Employed",1983
46197,16.8,30169.25,2.6,9050.775,0,0,2896.2192,9.3,3.72,3,"Doctor",11391
98344,23,30300,7.7,9090,0,0,8625.824,15.1,6.04,3,"Small Business Owner",144441
97834,14.1,40693.5,5.7,12208.05,3,0,4621.9188,15.1,9.14,0,"Lawyer",21714
22989,6.4,24087.25,5.1,8726.175,1,0,294.2592,14,5.6,5,"Self-Employed",-5539
101319,16.4,30369.75,5.6,9110.925,0,0,7393.2632,5.1,12.24,5,"Real Estate Agent",-927
21799,7.4,5575.75,2.5,1672.725,0,0,2849.6252,7,7.7,10,"Doctor",-5528
73629,9.4,27057.25,6,8117.175,2,0,3631.2252,11.6,11.34,3,"Doctor",-10651
63154,12.7,28839.5,7.1,13651.85,2,0,3042.1116,5.4,3.16,5,"Self-Employed",1455
71158,12.7,29511.5,3.1,10353.45,0,0,4622.4132,9.6,3.84,5,"Doctor",11387
107887,8.1,40489.75,4.6,12146.925,2,0,4411.7694,10,19.2,10,"Doctor",6102
37343,20.2,12424.75,3.3,3727.425,2,0,4717.6572,2.1,14.24,10,"Self-Employed",-4504
67035,16.5,23528.75,5.2,7058.625,3,0,4486.155,11.3,13.52,10,"Doctor",5498
151599,10.4,54172.75,4.1,16251.825,5,1,5072.2592,11.3,16.12,0,"Self-Employed",5061
30651,10.8,18130.75,7,5439.225,0,0,3060.0616,4.6,3.74,5,"Small Business Owner",112817
56202,8.9,23711.5,2.6,7113.45,0,0,1356.3956,7.2,13.98,5,"Self-Employed",2669
73768,16.8,29865,4.8,8959.5,2,0,4809.6048,6.7,23.18,15,"Real Estate Agent",15797
80999,19.4,35424.75,5.1,10627.425,2,1,4899.7612,9.9,5.06,15,"Self-Employed",-364
59001,12.7,14750.25,1.4,4425.075,4,0,5852.6254,20,8,15,"Real Estate Agent",13133
67019,20.1,18771.75,4.5,5631.525,0,0,4477.1638,2.3,19.52,3,"Lawyer",10873
107524,13.4,40712,3.2,12213.6,2,1,5376.6432,12.7,8.78,5,"Self-Employed",18011
69578,16.3,36416.5,3.7,10924.95,3,0,3337.2428,19.7,7.88,5,"Self-Employed",3700
82547,20.6,30075.75,6.4,10522.725,1,0,4305.9364,4.5,20,10,"Doctor",19988
86086,11.1,28954.5,6.6,8686.35,1,0,2412.1092,14.8,18.92,15,"Doctor",-9226
87211,15.6,31633.75,2.4,9490.125,0,0,3881.9832,16.7,6.68,5,"Small Business Owner",168494
89775,17.7,28815.75,4.8,8644.725,0,0,3529.035,18.6,14.44,0,"Doctor",7664
76639,12.9,24969.75,1.8,7490.925,1,0,4266.2862,11.9,34.36,5,"Doctor",-3437
53740,15.7,17214,6.7,5164.2,0,1,3370.436,2.8,8.22,10,"Small Business Owner",70560
73252,17,30613,3.9,9183.9,2,1,3465.568,10.5,15.6,10,"Lawyer",10247
46097,20.9,22131.25,7,6639.375,1,0,4573.8546,13.1,15.44,15,"Lawyer",-953
77802,19.6,24395.5,2.5,7318.65,0,3,4979.8384,6.1,3.64,5,"Doctor",12455
64563,13,25265.75,7.6,7579.725,1,0,1678.638,12.9,24.76,10,"Self-Employed",1163
71450,18,30213.5,3.8,9064.05,3,1,3573.2,13,5.2,10,"Doctor",-1284
42027,22.8,16398.75,3.4,4919.625,1,0,4329.4312,13.3,17.02,5,"Doctor",-6320
66508,11.9,21038,4.1,6311.4,0,0,2256.8904,8.9,18.56,10,"Self-Employed",297
42308,22.1,21251,2.8,6375.3,0,1,4292.0136,5.7,12.08,10,"Doctor",-9043
62830,8.1,28250.5,0.6,8475.15,3,0,3601.846,16.1,24.34,0,"Small Business Owner",137302
90807,10.5,28008.75,5,8402.625,1,0,2801.947,8.6,30.04,15,"Self-Employed",5464
82213,15.7,21108.25,8.6,6332.475,2,0,4494.4882,6.1,19.64,5,"Self-Employed",-6591
101951,6.5,37898.75,5.2,11369.625,1,0,4252.363,9.1,11.34,10,"Lawyer",6313
89639,16.6,29768.75,5.5,8930.625,0,0,5392.0148,9.6,6.94,5,"Real Estate Agent",-5621
78360,4.3,38083,8.4,11424.9,3,0,4516.896,10.2,21.38,10,"Doctor",10903
104949,11.3,36789.25,4.5,11036.775,2,1,5118.8474,13.9,5.56,10,"Lawyer",-6229
110752,10.2,42990,3.2,17897,0,0,4644.3408,2.6,11.04,10,"Self-Employed",13309
33018,19.7,20264.5,5.7,6079.35,1,0,2636.9092,7.2,14.68,10,"Small Business Owner",91206
101764,9.5,35032,4.9,10509.6,0,0,4502.516,17.5,7,3,"Small Business Owner",134792
98339,21.5,40295.75,4.4,12088.725,3,0,4228.577,19.5,29,5,"Lawyer",9378
103257,10.9,39064.25,5.5,11719.275,0,0,4792.0026,10.6,20.64,10,"Lawyer",762
47736,13.3,21688,4.4,6506.4,1,0,3168.7776,7.9,21.36,3,"Real Estate Agent",-1642
147268,10.9,52699,3.4,17309.7,4,0,5308.4424,3.6,1.44,10,"Doctor",9975
-2828,20.4,16681,1.6,5004.3,4,0,2432.6176,12.6,18.94,5,"Doctor",17840
75206,8.4,30318.5,3.1,9095.55,0,0,3024.4608,11.7,25.28,10,"Self-Employed",-1735
78543,18.7,34368.75,3.6,10310.625,1,0,5239.5082,13.9,8.56,10,"Doctor",10151
70509,19.9,23284.25,5.6,6985.275,5,0,5067.2582,8.4,6.26,5,"Doctor",6574
97436,13.1,38336,4.5,11500.8,1,0,3665.8232,7.9,15.26,10,"Doctor",7670
78721,8.5,30918.25,3.5,9275.475,3,0,2647.257,10.9,8.96,10,"Self-Employed",3264
51658,18.6,29688.5,2.3,8906.55,1,0,3244.6776,5.1,11.14,10,"Small Business Owner",64880
117301,10.1,39831.25,5.1,11949.375,4,0,4495.4802,0.1,17.74,10,"Doctor",18783
66183,10.6,26598.75,7.3,7979.625,2,0,4712.0796,7,13,5,"Self-Employed",11016
93320,11.6,26855,3.5,8056.5,0,0,4165.024,9.7,17.08,15,"Lawyer",9869
55005,10.3,27787.25,7.4,8336.175,1,1,3614.103,12.9,22.16,5,"Doctor",8884
43204,23.3,23419,3.7,7025.7,1,0,3062.3064,10.5,11,5,"Self-Employed",12045
56825,18.1,24631.25,10,7389.375,4,0,4271.065,10.5,22.3,3,"Doctor",26163
43295,16.7,21961.75,4.2,6588.525,5,0,3284.053,9.9,16.16,15,"Self-Employed",-6223
90993,12.1,31824.25,6.9,11047.275,1,0,4662.0306,0,11.7,3,"Self-Employed",10548
28437,20.3,17123.25,5.9,5136.975,2,0,2087.5422,5.6,10.44,5,"Doctor",13514
45645,9.9,25862.25,4.7,7758.675,3,0,3412.771,5.2,21.68,10,"Self-Employed",11660
75817,13.9,33648.25,2.8,13094.475,1,2,3893.7126,7.3,26.12,10,"Doctor",11456
23533,20.5,11681.25,5.5,3504.375,1,0,4670.853,8.5,4,15,"Lawyer",4586
59853,10.3,19217.25,7,5765.175,1,1,3425.9718,11.3,5.52,5,"Small Business Owner",103492
65852,15.2,29172,4.7,8751.6,2,1,3221.9008,8.7,16.28,5,"Real Estate Agent",4420
115382,11.2,33048.5,4.5,9914.55,2,1,5118.5568,3.6,1.84,10,"Self-Employed",8243
67274,13.1,26572.5,8.8,7971.75,2,0,3477.5788,22.9,19.46,5,"Doctor",-2845
59301,14.7,26601.25,3.4,9480.375,0,1,2693.4494,6.3,26.12,10,"Self-Employed",-5669
55103,14.1,26245.75,4.4,7873.725,2,1,3815.9046,6.9,26.06,5,"Self-Employed",1636
88417,19.8,33786.25,3.8,10135.875,3,0,5090.3132,13.3,9.52,0,"Lawyer",13737
65416,18.1,26749,8.7,11024.7,5,0,4901.0592,4.1,7.64,5,"Real Estate Agent",2401
58687,19.1,27255.75,7,8176.725,0,0,5109.8434,12.5,8,10,"Self-Employed",6828
66610,19.2,32427.5,5.7,9728.25,0,0,4038.824,0,11.6,0,"Doctor",7874
106957,21.7,37310.25,4.3,12693.075,1,1,4641.9338,13.4,8.96,0,"Self-Employed",19606
122035,16.1,42707.75,7.4,12812.325,1,1,5536.527,6.7,15.98,3,"Lawyer",6397
55707,18.3,25050.75,6.5,7515.225,1,0,2958.8762,10.7,4.28,10,"Real Estate Agent",-9286
75616,13.3,35402,5.8,10620.6,0,0,3925.3856,10.4,13.76,3,"Lawyer",6400
65274,14.4,33360.5,4.8,10008.15,2,2,3426.8912,18.1,18.04,0,"Doctor",12258
130722,17.7,39186.5,5.4,13255.95,1,3,7893.5588,10.3,23.52,10,"Doctor",-8244
92723,13.3,43088.75,1.4,12926.625,3,0,4779.4318,10.8,4.32,3,"Doctor",7462
21581,13.1,20471.25,0,6141.375,2,0,2786.4222,17,22.5,10,"Doctor",8340
61977,16.4,24470.25,6.2,7341.075,3,0,4103.8456,9.7,19.68,5,"Doctor",-1045
6218,22.7,6087.5,7.9,1826.25,1,0,841.2972,9.4,12.86,5,"Real Estate Agent",4915
72211,8,29383.75,3.8,8815.125,1,1,6353.376,11.3,14.82,10,"Self-Employed",8725
96119,12.6,43882.75,8.1,13164.825,0,0,3149.1988,7.6,17.54,0,"Lawyer",8600
48165,16.9,23540.25,6.4,7062.075,0,0,3345.977,2.7,9.18,5,"Doctor",-4429
36525,16.6,16098.25,7.9,4829.475,3,0,2907.63,3.4,17.76,5,"Small Business Owner",39631
112674,7.9,40254.5,7.9,12076.35,4,0,3609.2492,11,4.8,0,"Doctor",-2520
46061,11.3,18668.25,4.4,10600.475,0,0,2058.9786,6.2,4.78,10,"Real Estate Agent",1656
102234,9.4,33266.5,6,9979.95,0,0,4104.9992,15.9,25.46,15,"Small Business Owner",160627
81422,14.8,28891.5,5.3,10167.45,2,0,4833.0912,4,17.5,15,"Real Estate Agent",12223
101431,21.6,42025.75,3.2,12607.725,3,0,6009.8192,4.5,1.8,3,"Lawyer",9484
105076,15,32135,5.6,11140.5,1,0,3988.28,2.8,2.32,10,"Real Estate Agent",9974
109197,13.9,33770.25,4.2,10131.075,1,3,6721.6766,14.4,14.86,5,"Real Estate Agent",8077
112081,26.3,48313.25,6.8,19493.975,1,0,7283.4606,9.6,7.44,5,"Self-Employed",16758
83862,12,32141.5,5.9,9642.45,1,0,2012.688,19.7,12.68,0,"Lawyer",4962
80153,15.6,31157.25,5.2,9347.175,1,0,4686.7736,8.7,9.18,10,"Small Business Owner",116450
46338,13.3,18580.5,7.8,5574.15,5,0,3225.5908,7.4,8.06,0,"Small Business Owner",93742
38688,10.5,17257,6,5177.1,1,0,812.448,0,5,0,"Self-Employed",-1986
56959,18,19095.75,8.2,5728.725,1,0,4347.524,23.1,17.74,5,"Lawyer",134
70926,12.4,32003.5,0.4,9601.05,1,3,3536.9648,10.3,22.72,15,"Doctor",-2129
45382,19.3,27044.5,6.5,8113.35,2,0,6925.7452,1.4,17.26,10,"Lawyer",16421
99958,13,35797.5,2,10739.25,1,0,4827.908,8.5,9,5,"Self-Employed",245
51148,14.3,28544,6.1,8563.2,4,1,3109.8328,5.9,18.56,0,"Doctor",4833
85214,10.9,33052.5,3.2,14915.75,1,1,4533.6652,5.3,13.62,10,"Self-Employed",17486
101113,13.4,33957.25,4.8,10187.175,1,0,3398.8284,11.9,4.76,10,"Self-Employed",1159
39535,16.9,13627.75,5.5,4088.325,2,0,4485.283,14.6,26.44,15,"Doctor",1059
105687,5,42656.75,7.8,15797.025,1,0,4909.87,6,18,5,"Self-Employed",-6757
11747,10,7967.75,5,2390.325,2,3,2354.94,13.2,18.68,5,"Small Business Owner",38958
81893,16.4,33815.25,7.6,10144.575,3,0,5731.0904,5.1,14.74,5,"Doctor",16424
120351,9.5,39454.75,6.4,13336.425,0,0,3886.669,3.2,26.18,5,"Doctor",9296
91663,19.9,31537.75,3.2,14461.325,2,1,5231.1874,5.6,9.74,5,"Small Business Owner",211591
102446,9.9,31263.5,4,9379.05,1,0,3705.4308,10.3,13.02,5,"Doctor",-15312
